,userId,tmdbId,rating
465,452,11862,3.0
466,457,11862,1.0
467,514,11862,1.0
468,516,11862,3.0
469,518,11862,3.0
470,543,11862,3.0
471,548,11862,3.0
472,562,11862,3.5
473,564,11862,3.0
474,590,11862,3.0
475,621,11862,4.5
476,624,11862,3.0
477,640,11862,3.0
478,641,11862,4.0
479,650,11862,3.0
480,654,11862,4.0
481,665,11862,3.0
482,15,949,4.0
483,17,949,4.5
484,18,949,4.0
485,19,949,3.0
486,23,949,3.5
487,24,949,5.0
488,30,949,4.0
489,34,949,3.0
490,36,949,3.0
491,39,949,4.0
492,44,949,3.0
493,55,949,5.0
494,67,949,5.0
495,73,949,4.5
496,77,949,3.5
497,80,949,4.0
498,83,949,5.0
499,90,949,4.0
500,92,949,3.0
501,95,949,5.0
502,100,949,3.0
503,105,949,3.0
504,110,949,4.0
505,112,949,3.0
506,113,949,4.0
507,119,949,5.0
508,121,949,4.0
509,152,949,4.0
510,162,949,3.0
511,173,949,5.0
512,177,949,5.0
513,195,949,4.0
514,199,949,4.5
515,201,949,5.0
516,215,949,3.0
517,223,949,4.0
518,224,949,5.0
519,235,949,4.0
520,236,949,3.0
521,242,949,4.0
522,252,949,3.0
523,256,949,3.0
524,268,949,2.5
525,284,949,5.0
526,288,949,3.0
527,295,949,4.5
528,298,949,3.5
529,311,949,4.0
530,312,949,5.0
531,318,949,3.0
532,329,949,5.0
533,340,949,4.0
534,343,949,5.0
535,345,949,2.5
536,355,949,4.0
537,358,949,3.0
538,367,949,2.0
539,380,949,4.0
540,383,949,3.0
541,385,949,5.0
542,388,949,5.0
543,404,949,4.0
544,413,949,5.0
545,430,949,4.0
546,433,949,5.0
547,434,949,4.0
548,447,949,3.0
549,452,949,4.0
550,457,949,3.0
551,459,949,4.0
552,461,949,4.0
553,468,949,3.5
554,472,949,3.0
555,490,949,5.0
556,496,949,5.0
557,502,949,3.0
558,509,949,3.0
559,516,949,4.0
560,525,949,4.0
561,534,949,5.0
562,544,949,4.5
563,547,949,2.5
564,548,949,3.0
565,562,949,4.0
566,564,949,1.0
567,574,949,5.0
568,577,949,4.0
569,580,949,3.5
570,588,949,4.0
571,590,949,4.0
572,596,949,4.0
573,603,949,4.0
574,608,949,5.0
575,615,949,3.5
576,616,949,3.0
577,627,949,4.0
578,633,949,3.0
579,641,949,4.0
580,647,949,4.0
581,648,949,4.0
582,659,949,3.0
583,664,949,4.0
584,666,949,5.0
585,667,949,4.0
586,18,11860,3.0
587,19,11860,3.0
588,55,11860,2.0
589,70,11860,3.0
590,79,11860,0.5
591,80,11860,4.0
592,87,11860,3.0
593,88,11860,4.0
594,100,11860,3.0
595,110,11860,4.0
596,111,11860,3.5
597,128,11860,5.0
598,154,11860,3.0
599,162,11860,3.0
600,182,11860,5.0
601,213,11860,2.0
602,223,11860,3.0
603,233,11860,3.0
604,236,11860,3.5
605,247,11860,3.0
606,252,11860,4.0
607,256,11860,3.0
608,283,11860,3.5
609,284,11860,1.0
610,294,11860,5.0
611,306,11860,2.0
612,311,11860,3.0
613,312,11860,1.0
614,329,11860,4.0
615,358,11860,4.0
616,361,11860,3.0
617,382,11860,5.0
618,390,11860,3.0
619,413,11860,5.0
620,416,11860,4.0
621,452,11860,3.0
622,459,11860,3.0
623,461,11860,0.5
624,463,11860,4.0
625,472,11860,2.0
626,493,11860,4.0
627,505,11860,3.0
628,516,11860,4.0
629,518,11860,3.0
630,537,11860,5.0
631,543,11860,5.0
632,547,11860,2.0
633,551,11860,4.0
634,564,11860,3.0
635,575,11860,4.0
636,607,11860,3.5
637,616,11860,3.0
638,641,11860,4.0
639,30,45325,4.0
640,113,45325,5.0
641,128,45325,4.0
642,182,45325,5.0
643,614,45325,1.0
644,18,9091,3.0
645,19,9091,3.0
646,55,9091,3.0
647,70,9091,3.0
648,95,9091,3.0
649,110,9091,5.0
650,113,9091,4.0
651,182,9091,3.0
652,247,9091,3.0
653,254,9091,3.0
654,256,9091,3.0
655,318,9091,4.0
656,361,9091,3.0
657,383,9091,2.0
658,390,9091,3.0
659,490,9091,4.0
660,507,9091,1.0
661,516,9091,3.0
662,518,9091,4.0
663,640,9091,3.0
664,2,710,4.0
665,4,710,4.0
666,7,710,3.0
667,15,710,3.0
668,19,710,3.0
669,21,710,3.0
670,39,710,5.0
671,47,710,4.0
672,50,710,4.0
673,56,710,4.0
674,73,710,3.0
675,74,710,5.0
676,77,710,3.0
677,78,710,5.0
678,80,710,3.0
679,82,710,3.0
680,85,710,5.0
681,92,710,2.0
682,105,710,3.5
683,108,710,4.0
684,110,710,4.0
685,111,710,3.5
686,113,710,3.0
687,114,710,4.0
688,121,710,3.0
689,122,710,3.0
690,126,710,3.0
691,130,710,3.5
692,134,710,4.0
693,135,710,3.0
694,137,710,4.0
695,144,710,5.0
696,145,710,5.0
697,150,710,4.0
698,151,710,5.0
699,152,710,1.5
700,157,710,3.5
701,159,710,2.5
702,161,710,4.0
703,164,710,4.0
704,165,710,2.5
705,177,710,4.0
706,188,710,4.0
707,191,710,2.0
708,199,710,2.5
709,205,710,3.5
710,212,710,3.5
711,214,710,3.0
712,224,710,3.0
713,236,710,3.0
714,243,710,3.5
715,247,710,4.0
716,249,710,4.0
717,253,710,4.0
718,268,710,3.0
719,279,710,3.0
720,282,710,3.0
721,285,710,4.0
722,288,710,3.0
723,290,710,4.5
724,292,710,4.0
725,294,710,3.5
726,295,710,4.5
727,302,710,3.0
728,311,710,3.0
729,312,710,1.0
730,313,710,3.5
731,353,710,3.0
732,355,710,3.5
733,369,710,3.0
734,375,710,4.0
735,384,710,3.5
736,385,710,3.0
737,388,710,2.0
738,389,710,4.0
739,390,710,3.0
740,396,710,3.0
741,399,710,3.0
742,400,710,3.0
743,405,710,3.5
744,415,710,4.0
745,416,710,4.0
746,418,710,2.5
747,428,710,2.5
748,430,710,3.5
749,447,710,3.0
750,457,710,2.0
751,458,710,4.0
752,461,710,2.0
753,464,710,5.0
754,468,710,3.0
755,471,710,4.5
756,487,710,4.0
757,516,710,4.0
758,525,710,3.0
759,535,710,3.0
760,548,710,4.0
761,550,710,4.0
762,552,710,3.0
763,555,710,3.0
764,560,710,4.0
765,561,710,3.5
766,564,710,3.0
767,568,710,4.0
768,574,710,3.0
769,577,710,3.5
770,588,710,3.0
771,589,710,4.0
772,590,710,3.0
773,592,710,4.0
774,593,710,2.0
775,596,710,3.5
776,602,710,3.0
777,607,710,3.5
778,608,710,3.0
779,624,710,4.0
780,641,710,3.0
781,649,710,5.0
782,650,710,4.0
783,654,710,4.0
784,662,710,3.0
785,666,710,3.0
786,15,9087,2.5
787,19,9087,3.0
788,23,9087,3.5
789,30,9087,4.0
790,57,9087,5.0
791,58,9087,5.0
792,59,9087,2.5
793,63,9087,3.5
794,68,9087,3.5
795,86,9087,1.0
796,88,9087,3.5
797,92,9087,4.0
798,93,9087,3.5
799,95,9087,4.0
800,105,9087,3.5
801,110,9087,5.0
802,111,9087,4.0
803,121,9087,4.0
804,125,9087,4.0
805,161,9087,4.0
806,182,9087,5.0
807,219,9087,4.0
808,232,9087,4.0
809,235,9087,3.5
810,239,9087,4.0
811,242,9087,5.0
812,247,9087,4.0
813,249,9087,4.0
814,268,9087,3.5
815,280,9087,3.0
816,292,9087,4.5
817,294,9087,3.0
818,306,9087,4.0
819,311,9087,5.0
820,312,9087,3.0
821,319,9087,4.0
822,354,9087,5.0
823,358,9087,3.0
824,380,9087,2.0
825,382,9087,5.0
826,385,9087,4.0
827,387,9087,4.0
828,390,9087,5.0
829,396,9087,3.0
830,402,9087,4.5
831,416,9087,4.0
832,421,9087,5.0
833,433,9087,1.5
834,447,9087,3.0
835,452,9087,4.0
836,461,9087,1.5
837,463,9087,3.0
838,468,9087,2.0
839,472,9087,3.0
840,487,9087,4.0
841,491,9087,3.0
842,493,9087,4.0
843,496,9087,4.0
844,508,9087,3.0
845,509,9087,3.0
846,511,9087,4.0
847,517,9087,5.0
848,518,9087,5.0
849,534,9087,3.0
850,535,9087,3.0
851,537,9087,3.0
852,547,9087,3.0
853,548,9087,3.0
854,550,9087,4.0
855,562,9087,4.0
856,564,9087,3.0
857,569,9087,5.0
858,575,9087,3.0
859,597,9087,4.0
860,598,9087,4.0
861,602,9087,3.0
862,605,9087,3.0
863,639,9087,4.0
864,641,9087,4.0
865,650,9087,5.0
866,654,9087,4.5
867,667,9087,3.0
868,67,12110,3.0
869,70,12110,3.0
870,91,12110,3.5
871,157,12110,2.0
872,199,12110,4.0
873,247,12110,3.0
874,252,12110,5.0
875,284,12110,1.0
876,294,12110,4.0
877,358,12110,1.0
878,361,12110,3.0
879,396,12110,4.0
880,516,12110,3.0
881,551,12110,3.0
882,564,12110,1.0
883,580,12110,3.0
884,624,12110,2.0
885,640,12110,3.0
886,182,21032,3.0
887,213,21032,2.5
888,287,21032,4.5
889,402,21032,4.5
890,516,21032,3.0
891,518,21032,5.0
892,564,21032,4.0
893,595,21032,5.0
894,15,10858,2.5
895,18,10858,2.0
896,19,10858,5.0
897,30,10858,4.0
898,70,10858,3.0
899,86,10858,4.0
900,102,10858,4.0
901,233,10858,3.0
902,256,10858,4.0
903,266,10858,4.0
904,284,10858,3.0
905,304,10858,4.0
906,306,10858,3.0
907,311,10858,3.0
908,341,10858,4.0
909,342,10858,3.0
910,361,10858,4.0
911,383,10858,3.0
912,388,10858,4.0
913,390,10858,2.0
914,407,10858,4.0
915,452,10858,5.0
916,459,10858,4.0
917,490,10858,3.0
918,509,10858,3.0
919,514,10858,3.0
920,530,10858,4.0
921,547,10858,3.5
922,588,10858,3.0
923,640,10858,2.0
924,659,10858,4.0
925,73,1408,2.5
926,213,1408,3.0
927,311,1408,2.0
928,390,1408,3.0
929,396,1408,4.0
930,409,1408,1.0
931,496,1408,3.0
932,564,1408,1.0
933,598,1408,2.0
934,650,1408,2.0
935,654,1408,2.0
936,15,524,3.5
937,19,524,5.0
938,23,524,4.0
939,30,524,5.0
940,36,524,3.0
941,38,524,4.5
942,39,524,5.0
943,56,524,4.0
944,60,524,4.5
945,63,524,5.0
946,67,524,4.0
947,73,524,4.0
948,74,524,3.0
949,78,524,5.0
950,80,524,5.0
951,94,524,3.5
952,95,524,5.0
953,105,524,5.0
954,109,524,3.5
955,110,524,4.0
956,113,524,5.0
957,118,524,4.0
958,119,524,3.0
959,134,524,4.0
960,171,524,5.0
961,187,524,4.0
962,193,524,4.0
963,199,524,4.0
964,204,524,4.0
965,208,524,4.0
966,210,524,2.5
967,212,524,4.0
968,217,524,4.0
969,219,524,2.0
970,220,524,5.0
971,221,524,3.0
972,224,524,5.0
973,240,524,3.5
974,242,524,5.0
975,253,524,2.0
976,271,524,3.5
977,275,524,4.5
978,292,524,4.5
979,299,524,4.5
980,306,524,4.0
981,311,524,2.0
982,330,524,3.0
983,373,524,4.0
984,380,524,4.0
985,385,524,5.0
986,386,524,4.0
987,388,524,3.0
988,393,524,2.5
989,408,524,2.0
990,409,524,4.0
991,423,524,3.5
992,428,524,5.0
993,433,524,4.5
994,442,524,4.5
995,452,524,4.0
996,457,524,3.5
997,461,524,3.0
998,468,524,3.5
999,472,524,4.0
1000,475,524,4.0
1001,476,524,5.0
1002,481,524,4.0
1003,509,524,4.0
1004,511,524,5.0
1005,523,524,1.0
1006,534,524,4.0
1007,544,524,4.0
1008,547,524,4.0
1009,550,524,5.0
1010,562,524,3.5
1011,564,524,4.0
1012,574,524,4.5
1013,580,524,3.5
1014,596,524,5.0
1015,607,524,3.5
1016,608,524,4.0
1017,624,524,5.0
1018,628,524,3.0
1019,647,524,4.0
1020,659,524,5.0
1021,664,524,4.0
1022,665,524,4.0
1023,667,524,2.0
1024,2,4584,5.0
1025,9,4584,4.0
1026,15,4584,3.0
1027,18,4584,4.0
1028,44,4584,2.0
1029,57,4584,5.0
1030,67,4584,4.0
1031,70,4584,4.0
1032,74,4584,4.0
1033,86,4584,5.0
1034,93,4584,4.0
1035,99,4584,3.0
1036,121,4584,5.0
1037,122,4584,3.0
1038,161,4584,5.0
1039,162,4584,4.0
1040,172,4584,4.0
1041,182,4584,3.0
1042,211,4584,4.0
1043,212,4584,3.5
1044,220,4584,5.0
1045,224,4584,5.0
1046,232,4584,5.0
1047,233,4584,5.0
1048,240,4584,4.0
1049,268,4584,3.0
1050,280,4584,5.0
1051,283,4584,2.5
1052,284,4584,1.0
1053,294,4584,4.0
1054,306,4584,4.0
1055,308,4584,4.0
1056,311,4584,2.0
1057,312,4584,3.0
1058,319,4584,3.0
1059,338,4584,4.0
1060,358,4584,5.0
1061,361,4584,5.0
1062,371,4584,4.5
1063,382,4584,4.0
1064,385,4584,3.0
1065,390,4584,4.0
1066,391,4584,4.0
1067,396,4584,4.0
1068,408,4584,4.0
1069,413,4584,3.0
1070,431,4584,5.0
1071,434,4584,5.0
1072,447,4584,3.0
1073,452,4584,4.0
1074,461,4584,4.5
1075,463,4584,4.0
1076,465,4584,5.0
1077,468,4584,3.5
1078,472,4584,4.0
1079,484,4584,5.0
1080,487,4584,5.0
1081,493,4584,4.0
1082,509,4584,4.0
1083,510,4584,4.0
1084,514,4584,3.0
1085,517,4584,5.0
1086,518,4584,5.0
1087,529,4584,4.5
1088,530,4584,4.0
1089,534,4584,2.0
1090,537,4584,5.0
1091,539,4584,4.0
1092,547,4584,5.0
1093,554,4584,5.0
1094,555,4584,3.0
1095,559,4584,4.0
1096,564,4584,3.0
1097,575,4584,5.0
1098,577,4584,5.0
1099,578,4584,3.0
1100,595,4584,4.0
1101,598,4584,2.0
1102,608,4584,3.0
1103,616,4584,3.0
1104,636,4584,3.0
1105,640,4584,4.0
1106,650,4584,4.0
1107,654,4584,4.5
1108,659,4584,4.0
1109,667,4584,2.0
1110,18,5,3.0
1111,30,5,2.0
1112,36,5,4.0
1113,67,5,4.0
1114,86,5,5.0
1115,111,5,2.5
1116,112,5,3.0
1117,135,5,4.0
1118,154,5,5.0
1119,177,5,4.0
1120,255,5,2.5
1121,408,5,5.0
1122,452,5,3.0
1123,457,5,2.5
1124,461,5,1.5
1125,502,5,3.0
1126,507,5,4.0
1127,549,5,1.0
1128,564,5,2.0
1129,571,5,5.0
1130,596,5,3.5
1131,607,5,4.0
1132,616,5,4.0
1133,636,5,3.0
1134,655,5,4.0
1135,659,5,1.0
1136,15,9273,1.0
1137,23,9273,2.0
1138,32,9273,3.0
1139,33,9273,3.0
1140,58,9273,1.0
1141,69,9273,4.0
1142,73,9273,1.5
1143,85,9273,3.0
1144,86,9273,1.0
1145,91,9273,4.0
1146,92,9273,1.0
1147,95,9273,4.0
1148,105,9273,2.0
1149,110,9273,4.0
1150,115,9273,4.0
1151,124,9273,4.0
1152,130,9273,1.0
1153,134,9273,2.0
1154,145,9273,5.0
1155,150,9273,3.0
1156,151,9273,3.0
1157,163,9273,0.5
1158,165,9273,1.0
1159,176,9273,2.0
1160,192,9273,3.0
1161,194,9273,3.0
1162,212,9273,1.5
1163,213,9273,2.0
1164,219,9273,3.0
1165,243,9273,3.0
1166,247,9273,4.0
1167,253,9273,1.0
1168,254,9273,3.0
1169,255,9273,1.5
1170,261,9273,5.0
1171,262,9273,2.5
1172,268,9273,2.0
1173,285,9273,1.0
1174,288,9273,5.0
1175,298,9273,4.0
1176,306,9273,4.0
1177,313,9273,2.5
1178,324,9273,3.0
1179,353,9273,2.5
1180,355,9273,3.0
1181,357,9273,4.0
1182,358,9273,1.0
1183,380,9273,4.0
1184,384,9273,3.0
1185,385,9273,3.0
1186,389,9273,1.0
1187,412,9273,3.0
1188,416,9273,3.0
1189,430,9273,2.0
1190,433,9273,2.5
1191,447,9273,3.0
1192,452,9273,1.0
1193,457,9273,1.5
1194,468,9273,1.5
1195,487,9273,3.0
1196,496,9273,2.0
1197,500,9273,3.0
1198,506,9273,3.0
1199,516,9273,3.0
1200,517,9273,3.0
1201,518,9273,3.0
1202,522,9273,3.5
1203,527,9273,1.5
1204,528,9273,2.5
1205,532,9273,3.5
1206,535,9273,1.0
1207,536,9273,2.0
1208,548,9273,3.0
1209,560,9273,3.5
1210,562,9273,3.0
1211,564,9273,3.0
1212,574,9273,3.0
1213,580,9273,1.5
1214,588,9273,2.0
1215,596,9273,2.5
1216,604,9273,2.5
1217,605,9273,4.0
1218,607,9273,1.5
1219,624,9273,2.0
1220,627,9273,1.0
1221,641,9273,3.0
1222,649,9273,3.0
1223,653,9273,3.0
1224,654,9273,4.5
1225,659,9273,1.0
1226,662,9273,2.0
1227,666,9273,3.0
1228,23,11517,1.5
1229,80,11517,1.0
1230,113,11517,5.0
1231,135,11517,3.0
1232,168,11517,2.0
1233,253,11517,1.5
1234,311,11517,1.5
1235,388,11517,1.0
1236,416,11517,3.0
1237,457,11517,2.5
1238,496,11517,4.0
1239,593,11517,4.0
1240,624,11517,3.0
1241,7,8012,3.0
1242,15,8012,4.5
1243,19,8012,3.0
1244,21,8012,3.0
1245,28,8012,5.0
1246,30,8012,5.0
1247,34,8012,4.0
1248,36,8012,3.0
1249,39,8012,3.0
1250,50,8012,3.0
1251,56,8012,2.0
1252,57,8012,4.0
1253,60,8012,3.0
1254,66,8012,4.0
1255,73,8012,3.5
1256,80,8012,4.0
1257,82,8012,3.0
1258,83,8012,1.0
1259,85,8012,4.0
1260,86,8012,1.0
1261,88,8012,3.5
1262,92,8012,5.0
1263,93,8012,5.0
1264,105,8012,3.5
1265,113,8012,5.0
1266,119,8012,4.0
1267,130,8012,3.5
1268,135,8012,3.0
1269,144,8012,2.0
1270,150,8012,3.5
1271,151,8012,5.0
1272,152,8012,3.5
1273,161,8012,3.0
1274,165,8012,2.5
1275,168,8012,4.0
1276,182,8012,3.0
1277,224,8012,4.0
1278,240,8012,3.0
1279,242,8012,5.0
1280,263,8012,3.5
1281,265,8012,4.0
1282,268,8012,2.5
1283,279,8012,1.0
1284,306,8012,4.0
1285,311,8012,4.0
1286,312,8012,2.0
1287,321,8012,5.0
1288,353,8012,3.0
1289,358,8012,4.0
1290,367,8012,3.0
1291,369,8012,3.0
1292,380,8012,4.0
1293,383,8012,3.0
1294,385,8012,4.0
1295,387,8012,4.0
